"","Year","RLR","Quality","NUll","id","lat","lon","name","coastline_code","station_code","quality","NAP"
"598",1979,6889,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-40
"599",1980,6903,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-26
"600",1981,6941,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",12
"601",1982,6917,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-12
"602",1983,6959,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",30
"603",1984,6906,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-23
"604",1985,6908,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-21
"605",1986,6908,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-21
"606",1987,6889,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-40
"607",1988,6976,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",47
"608",1989,6928,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-1
"609",1990,6974,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",45
"610",1991,6869,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-60
"611",1992,6917,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-12
"612",1993,6905,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-24
"613",1994,6951,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",22
"614",1995,6946,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",17
"615",1996,6836,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-93
"616",1997,6884,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-45
"617",1998,6964,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",35
"618",1999,6959,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",30
"619",2000,6957,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",28
"620",2001,6956,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",27
"621",2002,6944,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",15
"622",2003,6934,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",5
"623",2004,6966,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",37
"624",2005,6939,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-7
"625",2006,6941,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-5
"626",2007,6988,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",42
"627",2008,6963,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",17
"628",2009,6929,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-17
"629",2010,6916,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-30
"630",2011,6963,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",17
"631",2012,6948,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",2
"632",2013,6919,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-27
"633",2014,6952,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",6
"634",2015,6982,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",36
"635",2016,6963,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",17
"636",2017,7002,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",56
"637",2018,6935,"N",0,23,52.964444,4.745,"DEN HELDER",150,31,"N",-11
"638",1865,6653,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-162
"639",1866,6746,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-69
"640",1867,6769,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-46
"641",1868,6735,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-80
"642",1869,6752,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-63
"643",1870,6658,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-157
"644",1871,6670,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-145
"645",1872,6706,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-109
"646",1873,6737,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-78
"647",1874,6749,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-66
"648",1875,6662,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-153
"649",1876,6693,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-122
"650",1877,6840,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",25
"651",1878,6766,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-49
"652",1879,6681,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-134
"653",1880,6738,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-77
"654",1881,6672,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-143
"655",1882,6701,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-114
"656",1883,6653,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-162
"657",1884,6670,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-145
"658",1885,6676,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-139
"659",1886,6657,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-158
"660",1887,6690,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-125
"661",1888,6658,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-157
"662",1889,6694,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-121
"663",1890,6672,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-143
"664",1891,6696,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-119
"665",1892,6696,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-119
"666",1893,6740,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-75
"667",1894,6707,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-108
"668",1895,6695,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-120
"669",1896,6701,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-114
"670",1897,6701,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-114
"671",1898,6758,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-57
"672",1899,6732,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-83
"673",1900,6711,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-104
"674",1901,6693,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-122
"675",1902,6662,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-153
"676",1903,6787,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-28
"677",1904,6689,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-126
"678",1905,6627,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-188
"679",1906,6708,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-107
"680",1907,6693,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-122
"681",1908,6700,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-115
"682",1909,6747,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-68
"683",1910,6757,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-58
"684",1911,6769,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-46
"685",1912,6837,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",22
"686",1913,6778,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-37
"687",1914,6783,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-32
"688",1915,6743,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-72
"689",1916,6814,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-1
"690",1917,6750,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-65
"691",1918,6736,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-79
"692",1919,6711,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-104
"693",1920,6738,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-77
"694",1921,6806,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-9
"695",1922,6747,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-68
"696",1923,6771,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-44
"697",1924,6736,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-79
"698",1925,6818,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",3
"699",1926,6806,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-9
"700",1927,6780,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-35
"701",1928,6793,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-22
"702",1929,6754,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-61
"703",1930,6776,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-39
"704",1931,6806,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-9
"705",1932,6789,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-26
"706",1933,6744,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-71
"707",1934,6766,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-49
"708",1935,6809,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-6
"709",1936,6808,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-7
"710",1937,6771,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-44
"711",1938,6818,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",3
"712",1939,6755,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-60
"713",1940,6776,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-39
"714",1941,6724,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-91
"715",1942,6745,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-70
"716",1943,6813,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-2
"717",1944,6844,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",29
"718",1945,6845,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",30
"719",1946,6818,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",3
"720",1947,6717,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-98
"721",1948,6813,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-2
"722",1949,6836,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",21
"723",1950,6802,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-13
"724",1951,6776,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-39
"725",1952,6825,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",10
"726",1953,6796,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-19
"727",1954,6804,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-11
"728",1955,6827,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",12
"729",1956,6783,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-32
"730",1957,6803,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-12
"731",1958,6793,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-22
"732",1959,6760,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-55
"733",1960,6808,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-7
"734",1961,6909,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",94
"735",1962,6839,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",24
"736",1963,6794,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-21
"737",1964,6809,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-6
"738",1965,6823,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",8
"739",1966,6853,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",38
"740",1967,6926,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",111
"741",1968,6860,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",45
"742",1969,6835,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",20
"743",1970,6885,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",70
"744",1971,6849,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",34
"745",1972,6766,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-49
"746",1973,6858,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",43
"747",1974,6858,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",43
"748",1975,6830,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",15
"749",1976,6801,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-14
"750",1977,6838,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",23
"751",1978,6838,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",23
"752",1979,6824,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",9
"753",1980,6868,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",53
"754",1981,6930,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",115
"755",1982,6902,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",87
"756",1983,6951,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",136
"757",1984,6854,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",39
"758",1985,6870,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",55
"759",1986,6842,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",27
"760",1987,6846,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",31
"761",1988,6934,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",119
"762",1989,6898,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",83
"763",1990,6947,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",132
"764",1991,6832,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",17
"765",1992,6880,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",65
"766",1993,6877,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",62
"767",1994,6916,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",101
"768",1995,6929,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",114
"769",1996,6786,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",-29
"770",1997,6862,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",47
"771",1998,6954,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",139
"772",1999,6946,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",131
"773",2000,6940,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",125
"774",2001,6949,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",134
"775",2002,6929,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",114
"776",2003,6909,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",94
"777",2004,6939,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",124
"778",2005,6904,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",81
"779",2006,6903,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",80
"780",2007,6978,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",155
"781",2008,6940,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",117
"782",2009,6904,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",81
"783",2010,6890,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",67
"784",2011,6945,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",122
"785",2012,6929,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",106
"786",2013,6905,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",82
"787",2014,6949,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",126
"788",2015,7002,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",179
"789",2016,6967,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",144
"790",2017,7025,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",202
"791",2018,6928,"N",0,24,53.326389,6.933056,"DELFZIJL",150,1,"N",105
"792",1865,6666,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-241
"793",1866,6810,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-97
"794",1867,6781,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-126
"795",1868,6791,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-116
"796",1869,6773,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-134
"797",1870,6671,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-236
"798",1871,6747,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-160
"799",1872,6802,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-105
"800",1873,6816,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-91
"801",1874,6807,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-100
"802",1875,6729,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-178
"803",1876,6781,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-126
"804",1877,6861,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-46
"805",1878,6856,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-51
"806",1879,6775,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-132
"807",1880,6856,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-51
"808",1881,6785,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-122
"809",1882,6830,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-77
"810",1883,6805,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-102
"811",1884,6827,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-80
"812",1885,6790,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-117
"813",1886,6780,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-127
"814",1887,6772,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-135
"815",1888,6763,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-144
"816",1889,6800,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-107
"817",1890,6794,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-113
"818",1891,6814,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-93
"819",1892,6823,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-84
"820",1893,6840,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-67
"821",1894,6844,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-63
"822",1895,6810,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-97
"823",1896,6813,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-94
"824",1897,6832,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-75
"825",1898,6872,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-35
"826",1899,6835,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-72
"827",1900,6800,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-107
"828",1901,6788,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-119
"829",1902,6778,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-129
"830",1903,6899,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-8
"831",1904,6830,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-77
"832",1905,6836,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-71
"833",1906,6864,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-43
"834",1907,6836,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-71
"835",1908,6809,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-98
"836",1909,6855,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-52
"837",1910,6867,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-40
"838",1911,6837,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-70
"839",1912,6913,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",6
"840",1913,6889,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-18
"841",1914,6904,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-3
"842",1915,6840,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-67
"843",1916,6910,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",3
"844",1917,6861,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-46
"845",1918,6880,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-27
"846",1919,6854,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-53
"847",1920,6861,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-46
"848",1921,6879,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-28
"849",1922,6862,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-45
"850",1923,6906,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-1
"851",1924,6875,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-32
"852",1925,6932,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",25
"853",1926,6920,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",13
"854",1927,6904,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-3
"855",1928,6922,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",15
"856",1929,6846,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-61
"857",1930,6878,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-29
"858",1931,6899,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-8
"859",1932,6885,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-22
"860",1933,6829,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-78
"861",1934,6859,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-48
"862",1935,6911,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",4
"863",1936,6901,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-6
"864",1937,6868,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-39
"865",1938,6901,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-6
"866",1939,6851,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-56
"867",1940,6857,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-50
"868",1941,6819,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-88
"869",1942,6855,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-52
"870",1943,6901,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-6
"871",1944,6903,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-4
"872",1945,6905,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-2
"873",1946,6882,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-25
"874",1947,6811,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-96
"875",1948,6904,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-3
"876",1949,6922,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",15
"877",1950,6916,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",9
"878",1951,6895,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-12
"879",1952,6917,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",10
"880",1953,6872,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-35
"881",1954,6898,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-9
"882",1955,6895,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-12
"883",1956,6853,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-54
"884",1957,6899,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-8
"885",1958,6905,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-2
"886",1959,6855,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-52
"887",1960,6890,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-17
"888",1961,6972,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",65
"889",1962,6918,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",11
"890",1963,6841,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-66
"891",1964,6854,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-53
"892",1965,6925,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",18
"893",1966,6941,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",34
"894",1967,7003,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",96
"895",1968,6912,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",5
"896",1969,6911,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",4
"897",1970,6977,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",70
"898",1971,6899,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-8
"899",1972,6901,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-6
"900",1973,6962,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",55
"901",1974,6957,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",50
"902",1975,6906,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-1
"903",1976,6872,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",-35
"904",1977,6935,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",28
"905",1978,6907,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",0
"906",1979,6929,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",22
"907",1980,6966,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",59
"908",1981,6990,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",83
"909",1982,6965,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",58
"910",1983,7014,"N",0,25,53.175556,5.409444,"HARLINGEN",150,21,"N",107
